Week Start Date,Agency,Final Incident Type,# of Incidents Calculated,Call to First Pickup,Call to PD Calltaker Handoff,Call to FDNY Pickup,Call to FDNY Job Creation,Call to EMS Pickup,Call to Agency Job Creation,Call to Agency Dispatch,Call to Agency Arrival,Call to First Arrival (Multi-Agency Incidents),Median Pickup,Median Calltaker Handoff,Median FDNY Pickup,Median FDNY Job Creation,Median Ems Pickup,Median Ems Job Creation,Median Dispatch,Median Travel,Median Cumulative First Arrival  (Multi-Agency Incidents),Average Travel,Average Dispatch,Average EMS Processing,Average EMS Pickup,Average Calltaker Processing,Average Pickup,Average FD Pickup,Average FD Processing
06/15/2015,FDNY,1. Structural Fires,184,3.58,80.88,,,,,96.57,299.25,296.48,3,66,,,,,12,196,286,3.38,0.26,,,1.29,0.06,,
06/15/2015,FDNY,2. Non-Structural Fires,117,3.30,105.42,,,,,119.74,375.56,344.79,3,67,,,,,10,235,327,4.26,0.24,,,1.70,0.05,,
06/15/2015,FDNY,3. Medical Emergencies,2734,3.51,199.49,,,68.18,195.21,223.30,479.97,429.26,3,110,,,5,49,8,240,373,4.28,0.40,2.16,0.09,3.27,0.06,,
06/15/2015,FDNY,4. Non-Medical Emergencies,2150,3.47,189.36,,,,,205.97,494.13,461.76,3,79,,,,,12,255,369.5,4.80,0.28,,,3.10,0.06,,
06/15/2015,NYPD,1. Critical,1062,3.39,111.06,,,,,220.67,418.85,408.94,3,82,,,,,75,146,353,3.30,1.83,,,1.79,0.06,,
06/15/2015,NYPD,2. Serious,1967,3.48,117.11,,,,,281.19,607.55,593.02,3,92,,,,,101,199,446,5.44,2.73,,,1.89,0.06,,
06/15/2015,NYPD,3. Non-Critical,864,3.56,159.04,,,,,483.97,1124.80,1120.26,3,133,,,,,145.5,375.5,753.5,10.68,5.42,,,2.59,0.06,,
06/15/2015,NYPD (Non-CIP),Alarms,1861,3.36,120.55,,,,,962.32,2400.70,2400.70,3,101,,,,,355,754,1575,23.97,14.03,,,1.95,0.06,,
06/15/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,1074,3.41,167.64,,,,,938.11,1940.56,1936.29,3,148,,,,,277.5,515.5,1160.5,16.71,12.84,,,2.74,0.06,,
06/15/2015,NYPD (Non-CIP),Dispute,4695,3.41,168.03,,,,,1184.39,2601.38,2590.85,3,141,,,,,328,676,1563,23.62,16.94,,,2.74,0.06,,
06/15/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,333,3.34,119.43,,,,,348.05,1774.53,932.02,3,88,,,,,79,976,432,23.77,3.81,,,1.93,0.06,,
06/15/2015,NYPD (Non-CIP),Other Crimes (In Progress),2223,3.41,152.28,,,,,449.63,1003.35,1001.96,3,125,,,,,127,352,715,9.23,4.96,,,2.48,0.06,,
06/15/2015,NYPD (Non-CIP),Past Crime,2848,3.25,194.49,,,,,1560.75,3782.65,3740.24,3,166,,,,,476,1215.5,2455.5,37.03,22.77,,,3.19,0.05,,
06/15/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,225,3.53,106.04,,,,,530.17,1693.77,1693.77,3,86,,,,,154,643,1165,19.39,7.07,,,1.71,0.06,,
06/15/2015,NYPD (Non-CIP),Possible Crimes,5370,3.40,158.92,,,,,1081.44,2500.41,2446.99,3,129,,,,,307,675,1463.5,23.65,15.38,,,2.59,0.06,,
06/15/2015,NYPD (Non-CIP),Vehicle Accident,2844,3.11,163.90,,,,,1505.87,3705.81,3635.43,3,140,,,,,508,1348.5,2435.5,36.67,22.37,,,2.68,0.05,,
06/08/2015,EMS,1. Life Threating Med Emergencies,9800,3.72,55.68,,,60.99,99.81,172.54,575.12,499.44,3,63.5,,,11.5,44.5,92.5,345.25,420.5,6.71,1.76,0.53,0.11,0.87,0.06,,
06/08/2015,EMS,2. Non-Life Threatening Med Emergencies,11627,3.69,63.00,,,69.81,55.35,383.34,1001.05,860.32,3,77,,,11,50.5,115,500,629.75,10.30,4.95,-0.26,0.14,0.99,0.06,,
06/08/2015,FDNY,1. Structural Fires,238,3.71,72.99,,,,,89.28,294.73,291.84,3,60.5,,,,,11,198.5,280.5,3.42,0.27,,,1.15,0.06,,
06/08/2015,FDNY,2. Non-Structural Fires,171,3.91,87.11,,,,,103.46,353.82,350.08,3,64,,,,,11,236,321,4.17,0.27,,,1.39,0.07,,
06/08/2015,FDNY,3. Medical Emergencies,3407,3.72,211.11,,,67.41,206.63,239.90,498.74,429.47,3,111,,,5,51,8,244,375,4.31,0.48,2.37,0.09,3.46,0.06,,
06/08/2015,FDNY,4. Non-Medical Emergencies,2544,3.83,207.35,,,,,226.30,522.29,479.07,3,77,,,,,12,264,378,4.93,0.32,,,3.39,0.06,,
06/08/2015,NYPD,1. Critical,1053,3.65,112.78,,,,,231.21,435.29,420.44,3,83,,,,,76,136,337,3.40,1.97,,,1.82,0.06,,
06/08/2015,NYPD,2. Serious,1912,4.00,119.58,,,,,286.56,607.15,579.19,3,89,,,,,97,207,446,5.34,2.78,,,1.93,0.07,,
06/08/2015,NYPD,3. Non-Critical,987,3.68,161.53,,,,,447.65,1018.12,1012.61,3,133,,,,,140,361,733,9.51,4.77,,,2.63,0.06,,
06/08/2015,NYPD (Non-CIP),Alarms,1754,3.61,121.96,,,,,1017.36,2556.09,2556.09,3,102,,,,,367,835,1697,25.65,14.92,,,1.97,0.06,,
06/08/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,1074,3.71,168.18,,,,,957.54,1926.55,1918.33,3,142,,,,,294,539,1251.5,16.15,13.16,,,2.74,0.06,,
06/08/2015,NYPD (Non-CIP),Dispute,4342,3.76,170.57,,,,,1214.31,2661.97,2655.41,3,141,,,,,350,719.5,1639.5,24.13,17.40,,,2.78,0.06,,
06/08/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,305,3.56,116.79,,,,,303.37,1793.62,713.67,3,82,,,,,93,910,383,24.84,3.11,,,1.89,0.06,,
06/08/2015,NYPD (Non-CIP),Other Crimes (In Progress),1934,3.79,152.84,,,,,451.16,987.00,981.89,3,126.5,,,,,130.5,327,704,8.93,4.97,,,2.48,0.06,,
06/08/2015,NYPD (Non-CIP),Past Crime,2899,3.43,197.00,,,,,1520.01,3718.27,3658.60,3,166,,,,,491,1241,2453,36.64,22.05,,,3.23,0.06,,
06/08/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,192,3.56,98.03,,,,,586.93,1687.48,1674.90,3,78,,,,,156.5,605,1045.5,18.34,8.15,,,1.57,0.06,,
06/08/2015,NYPD (Non-CIP),Possible Crimes,5237,3.64,162.18,,,,,1028.41,2388.92,2301.92,3,133,,,,,289,664,1348,22.68,14.44,,,2.64,0.06,,
06/08/2015,NYPD (Non-CIP),Vehicle Accident,3034,3.11,160.38,,,,,1410.35,3621.47,3584.34,3,136,,,,,525.5,1447,2613,36.85,20.83,,,2.62,0.05,,
06/01/2015,EMS,1. Life Threating Med Emergencies,8609,3.30,59.70,,,65.02,122.38,172.05,556.39,482.49,3,62.5,,,11,44,90.5,335.5,412.5,6.41,1.67,0.80,0.11,0.94,0.06,,
06/01/2015,EMS,2. Non-Life Threatening Med Emergencies,10782,3.28,70.49,,,77.33,103.44,284.75,850.76,741.80,3,78,,,11.5,50.5,105.5,475.25,585.75,9.43,3.37,0.38,0.14,1.12,0.05,,
06/01/2015,FDNY,1. Structural Fires,242,3.20,75.92,,,,,92.12,287.02,282.81,3,60,,,,,11.5,191.5,272,3.25,0.27,,,1.21,0.05,,
06/01/2015,FDNY,2. Non-Structural Fires,159,3.45,82.16,,,,,98.00,344.79,341.09,3,66,,,,,12,226,326,4.11,0.26,,,1.31,0.06,,
06/01/2015,FDNY,3. Medical Emergencies,3134,3.34,188.71,,,67.69,184.65,215.87,476.50,416.79,3,113,,,5,50,7,245,373,4.34,0.45,1.99,0.09,3.09,0.06,,
06/01/2015,FDNY,4. Non-Medical Emergencies,2419,3.25,192.62,,,,,209.38,505.17,454.42,3,80,,,,,12,262,376,4.93,0.28,,,3.16,0.05,,
06/01/2015,NYPD,1. Critical,961,3.36,115.17,,,,,220.43,429.23,418.46,3,86,,,,,74,157,358,3.48,1.75,,,1.86,0.06,,
06/01/2015,NYPD,2. Serious,1787,3.45,123.26,,,,,274.61,582.90,557.35,3,93,,,,,89,200,440,5.14,2.52,,,2.00,0.06,,
06/01/2015,NYPD,3. Non-Critical,931,3.22,162.84,,,,,468.53,1078.40,1074.40,3,137,,,,,132,353,721,10.16,5.09,,,2.66,0.05,,
06/01/2015,NYPD (Non-CIP),Alarms,1896,3.28,121.55,,,,,896.13,2421.95,2421.93,3,101,,,,,329.5,827,1526,25.43,12.91,,,1.97,0.05,,
06/01/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,1078,3.24,171.60,,,,,820.62,1779.88,1768.96,3,149,,,,,229,469,1130.5,15.99,10.82,,,2.81,0.05,,
06/01/2015,NYPD (Non-CIP),Dispute,4515,3.32,169.69,,,,,1110.43,2457.03,2445.64,3,144,,,,,313,716,1560,22.44,15.68,,,2.77,0.06,,
06/01/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,336,3.38,120.26,,,,,255.32,1701.29,689.81,3,83.5,,,,,71.5,916,375.5,24.10,2.25,,,1.95,0.06,,
06/01/2015,NYPD (Non-CIP),Other Crimes (In Progress),1981,3.31,157.60,,,,,422.60,967.29,964.69,3,132,,,,,124,329,679,9.08,4.42,,,2.57,0.06,,
06/01/2015,NYPD (Non-CIP),Past Crime,2800,3.04,198.32,,,,,1327.74,3363.01,3300.98,3,165,,,,,443,1192.5,2264,33.92,18.82,,,3.25,0.05,,
06/01/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,197,3.15,98.12,,,,,457.39,1684.34,1660.12,3,77,,,,,134,706,1158,20.45,5.99,,,1.58,0.05,,
06/01/2015,NYPD (Non-CIP),Possible Crimes,5378,3.27,159.45,,,,,1035.84,2461.42,2374.61,3,128,,,,,282,698,1399.5,23.76,14.61,,,2.60,0.05,,
06/01/2015,NYPD (Non-CIP),Vehicle Accident,2970,2.92,165.74,,,,,1253.61,3327.89,3262.17,3,138,,,,,481,1365,2423.5,34.57,18.13,,,2.71,0.05,,
05/25/2015,EMS,1. Life Threating Med Emergencies,10205,3.39,59.87,,,65.22,115.18,177.15,567.41,491.65,3,64.5,,,11,46.5,91,339.75,417,6.50,1.80,0.76,0.11,0.94,0.06,,
05/25/2015,EMS,2. Non-Life Threatening Med Emergencies,12558,3.42,69.13,,,76.23,82.59,316.86,899.70,783.85,3,78,,,11,51.5,110.5,477.5,595,9.71,3.84,0.09,0.15,1.10,0.06,,
05/25/2015,FDNY,1. Structural Fires,301,3.64,96.27,,,,,111.24,308.34,284.42,3,61,,,,,12,194,271,3.29,0.25,,,1.54,0.06,,
05/25/2015,FDNY,2. Non-Structural Fires,298,3.35,77.10,,,,,94.10,359.53,357.01,3,60.5,,,,,11,234.5,323,4.42,0.28,,,1.23,0.06,,
05/25/2015,FDNY,3. Medical Emergencies,3647,3.38,190.71,,,67.13,186.68,217.67,478.19,419.28,3,116,,,5,55,7,243,375,4.34,0.45,2.03,0.09,3.12,0.06,,
05/25/2015,FDNY,4. Non-Medical Emergencies,2778,3.60,205.73,,,,,225.25,525.92,481.14,3,78,,,,,13,264,382,5.01,0.33,,,3.37,0.06,,
05/25/2015,NYPD,1. Critical,1214,3.38,112.94,,,,,243.48,478.47,456.59,3,83,,,,,83,157,371,3.92,2.18,,,1.83,0.06,,
05/25/2015,NYPD,2. Serious,2249,3.48,119.95,,,,,294.83,606.26,585.08,3,92,,,,,98,202,455,5.19,2.91,,,1.94,0.06,,
05/25/2015,NYPD,3. Non-Critical,1020,3.37,160.65,,,,,508.56,1091.53,1088.42,3,132.5,,,,,151,381.5,767,9.72,5.80,,,2.62,0.06,,
05/25/2015,NYPD (Non-CIP),Alarms,2088,3.58,119.60,,,,,1011.16,2494.97,2493.90,3,100.5,,,,,349,784,1584.5,24.73,14.86,,,1.93,0.06,,
05/25/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,1251,3.45,168.17,,,,,1017.35,1899.20,1884.79,3,144,,,,,287,450,1116,14.70,14.15,,,2.75,0.06,,
05/25/2015,NYPD (Non-CIP),Dispute,5271,3.47,169.34,,,,,1343.81,2746.52,2738.48,3,142,,,,,363,686,1643,23.38,19.57,,,2.76,0.06,,
05/25/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,337,3.27,119.48,,,,,315.50,1827.41,860.17,3,83,,,,,99,924,388,25.20,3.27,,,1.94,0.05,,
05/25/2015,NYPD (Non-CIP),Other Crimes (In Progress),2408,3.55,157.18,,,,,484.53,1018.60,1012.75,3,130,,,,,137,326,709.5,8.90,5.46,,,2.56,0.06,,
05/25/2015,NYPD (Non-CIP),Past Crime,3269,3.13,197.78,,,,,1615.20,3689.33,3607.43,3,168,,,,,491,1181,2402,34.57,23.62,,,3.24,0.05,,
05/25/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,233,3.68,104.46,,,,,591.10,1723.00,1717.22,3,79,,,,,151,749,1203,18.86,8.11,,,1.68,0.06,,
05/25/2015,NYPD (Non-CIP),Possible Crimes,5805,3.48,161.61,,,,,1132.62,2525.43,2417.88,3,130,,,,,289,663,1358,23.21,16.18,,,2.64,0.06,,
05/25/2015,NYPD (Non-CIP),Vehicle Accident,3237,2.95,165.41,,,,,1481.65,3630.43,3575.07,3,138,,,,,519,1376,2495,35.81,21.94,,,2.71,0.05,,
05/18/2015,EMS,1. Life Threating Med Emergencies,10009,3.30,58.53,,,63.94,126.05,171.40,554.47,486.69,3,61.5,,,11.5,47,93.5,328,418,6.38,1.71,0.92,0.11,0.92,0.05,,
05/18/2015,EMS,2. Non-Life Threatening Med Emergencies,12750,3.32,68.36,,,75.50,108.33,281.57,849.99,742.66,3,77,,,11.5,52.5,108,483,590.75,9.47,3.34,0.49,0.15,1.09,0.06,,
05/18/2015,FDNY,1. Structural Fires,307,3.33,77.90,,,,,90.94,286.53,284.36,3,58,,,,,11,188,268,3.26,0.22,,,1.24,0.06,,
05/18/2015,FDNY,2. Non-Structural Fires,245,3.40,84.52,,,,,99.71,364.86,359.21,3,60,,,,,11,248,333,4.42,0.25,,,1.35,0.06,,
05/18/2015,FDNY,3. Medical Emergencies,3461,3.26,182.22,,,67.04,178.32,206.70,467.92,411.91,3,117,,,5,58,7,243,379,4.35,0.41,1.89,0.09,2.98,0.05,,
05/18/2015,FDNY,4. Non-Medical Emergencies,2525,3.37,183.43,,,,,199.38,486.35,445.82,3,77,,,,,12,257,367,4.78,0.27,,,3.00,0.06,,
05/18/2015,NYPD,1. Critical,1162,3.24,111.69,,,,,227.66,459.81,423.30,3,81.5,,,,,75,139,342,3.87,1.93,,,1.81,0.05,,
05/18/2015,NYPD,2. Serious,2152,3.36,117.68,,,,,284.69,611.88,583.63,3,89,,,,,96,204,444.5,5.45,2.78,,,1.91,0.06,,
05/18/2015,NYPD,3. Non-Critical,1092,3.29,155.89,,,,,476.10,1050.49,1042.40,3,129.5,,,,,135,349,717,9.57,5.34,,,2.54,0.05,,
05/18/2015,NYPD (Non-CIP),Alarms,2026,3.29,117.51,,,,,859.56,2295.30,2294.73,3,99,,,,,330,781.5,1500,23.93,12.37,,,1.90,0.05,,
05/18/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,1243,3.34,166.83,,,,,851.68,1768.92,1766.25,3,139,,,,,254,491,1129,15.29,11.41,,,2.72,0.06,,
05/18/2015,NYPD (Non-CIP),Dispute,5149,3.32,168.01,,,,,1137.65,2484.84,2471.32,3,141,,,,,307,672,1529,22.45,16.16,,,2.74,0.06,,
05/18/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,368,3.34,110.79,,,,,297.10,1632.93,768.32,3,78.5,,,,,93.5,880.5,380.5,22.26,3.11,,,1.79,0.06,,
05/18/2015,NYPD (Non-CIP),Other Crimes (In Progress),2314,3.41,156.24,,,,,422.43,960.42,955.23,3,132,,,,,133,313.5,661,8.97,4.44,,,2.55,0.06,,
05/18/2015,NYPD (Non-CIP),Past Crime,3418,3.06,196.57,,,,,1428.38,3459.49,3397.52,3,165,,,,,435,1121,2245,33.85,20.53,,,3.23,0.05,,
05/18/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,239,3.57,99.32,,,,,680.68,1501.99,1454.41,3,72,,,,,168,543,920,13.69,9.69,,,1.60,0.06,,
05/18/2015,NYPD (Non-CIP),Possible Crimes,5952,3.31,163.15,,,,,1048.89,2427.02,2358.14,3,130,,,,,301.5,654,1399,22.97,14.76,,,2.66,0.06,,
05/18/2015,NYPD (Non-CIP),Vehicle Accident,3283,3.00,163.90,,,,,1380.50,3386.11,3319.87,3,137,,,,,512,1355,2470,33.43,20.28,,,2.68,0.05,,
05/11/2015,EMS,1. Life Threating Med Emergencies,9962,3.45,56.94,,,62.97,107.41,179.15,581.03,508.20,3,68,,,11.5,44.5,94,351.5,442.25,6.70,1.84,0.63,0.12,0.89,0.06,,
05/11/2015,EMS,2. Non-Life Threatening Med Emergencies,13092,3.43,63.48,,,70.89,50.57,368.10,979.75,846.22,3,79,,,11.5,48.5,112.5,493,619.75,10.19,4.82,-0.35,0.15,1.00,0.06,,
05/11/2015,FDNY,1. Structural Fires,251,3.39,87.70,,,,,102.46,302.09,286.73,3,59,,,,,12,198,279,3.33,0.25,,,1.41,0.06,,
05/11/2015,FDNY,2. Non-Structural Fires,253,3.86,89.22,,,,,105.73,383.60,376.77,3,62,,,,,13,244,329,4.63,0.28,,,1.42,0.06,,
05/11/2015,FDNY,3. Medical Emergencies,2983,3.54,219.69,,,67.41,214.98,252.55,514.16,441.57,3,120,,,5,61,8,243,384,4.36,0.55,2.51,0.09,3.60,0.06,,
05/11/2015,FDNY,4. Non-Medical Emergencies,2345,3.67,221.68,,,,,238.36,532.16,482.53,3,76,,,,,12,261,372,4.90,0.28,,,3.63,0.06,,
05/11/2015,NYPD,1. Critical,1122,3.39,114.35,,,,,237.40,475.58,447.20,3,85,,,,,78,153.5,357.5,3.97,2.05,,,1.85,0.06,,
05/11/2015,NYPD,2. Serious,2194,3.59,118.60,,,,,292.99,601.64,586.02,3,93,,,,,94,207.5,439,5.14,2.91,,,1.92,0.06,,
05/11/2015,NYPD,3. Non-Critical,1085,3.43,160.48,,,,,492.36,1105.34,1100.19,3,136,,,,,145,355,757,10.22,5.53,,,2.62,0.06,,
05/11/2015,NYPD (Non-CIP),Alarms,2069,3.47,118.54,,,,,1051.71,2371.74,2371.74,3,100,,,,,389,738,1576,22.00,15.55,,,1.92,0.06,,
05/11/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,1206,3.45,170.45,,,,,1001.06,2013.36,2010.93,3,146,,,,,277.5,494,1192,16.87,13.84,,,2.78,0.06,,
05/11/2015,NYPD (Non-CIP),Dispute,5180,3.49,172.23,,,,,1334.68,2726.55,2711.83,3,141,,,,,375,683,1670.5,23.20,19.37,,,2.81,0.06,,
05/11/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,340,3.42,117.21,,,,,342.41,1988.94,1051.68,3,87.5,,,,,95,920.5,409,27.44,3.75,,,1.90,0.06,,
05/11/2015,NYPD (Non-CIP),Other Crimes (In Progress),2395,3.60,153.54,,,,,472.47,998.12,994.67,3,125,,,,,138,331,699,8.76,5.32,,,2.50,0.06,,
05/11/2015,NYPD (Non-CIP),Past Crime,3344,3.20,193.42,,,,,1656.70,3775.99,3686.29,3,163,,,,,527,1201,2483,35.32,24.39,,,3.17,0.05,,
05/11/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,240,3.70,102.61,,,,,615.85,1879.16,1807.15,3,76,,,,,185,638.5,1186.5,21.06,8.55,,,1.65,0.06,,
05/11/2015,NYPD (Non-CIP),Possible Crimes,5658,3.48,162.54,,,,,1134.13,2487.91,2408.95,3,130,,,,,323,642,1419.5,22.56,16.19,,,2.65,0.06,,
05/11/2015,NYPD (Non-CIP),Vehicle Accident,3374,3.10,165.38,,,,,1463.05,3537.19,3480.27,3,138,,,,,535,1283.5,2464,34.57,21.63,,,2.70,0.05,,
05/04/2015,EMS,1. Life Threating Med Emergencies,10335,3.27,55.76,,,62.14,117.17,172.11,562.83,491.12,3,67,,,10.5,46,92,349,430.5,6.51,1.76,0.79,0.13,0.88,0.05,,
05/04/2015,EMS,2. Non-Life Threatening Med Emergencies,12895,3.29,61.39,,,69.23,70.35,340.77,929.05,801.38,3,79.5,,,11,50,108.5,480,610,9.80,4.36,-0.04,0.16,0.97,0.05,,
05/04/2015,FDNY,1. Structural Fires,307,3.37,79.62,,,,,93.86,293.79,289.99,3,60,,,,,11,193,273,3.33,0.24,,,1.27,0.06,,
05/04/2015,FDNY,2. Non-Structural Fires,297,3.29,93.69,,,,,108.93,390.15,387.83,3,66,,,,,11,242,336,4.69,0.25,,,1.51,0.05,,
05/04/2015,FDNY,3. Medical Emergencies,3558,3.28,204.04,,,66.87,199.72,231.86,492.60,429.38,3,118,,,5,59,7,247,383,4.35,0.46,2.26,0.09,3.35,0.05,,
05/04/2015,FDNY,4. Non-Medical Emergencies,2752,3.40,205.45,,,,,224.76,514.48,473.39,3,78,,,,,12,258.5,371,4.83,0.32,,,3.37,0.06,,
05/04/2015,NYPD,1. Critical,1169,3.22,111.41,,,,,230.98,444.00,421.75,3,81,,,,,78,147,350,3.55,1.99,,,1.80,0.05,,
05/04/2015,NYPD,2. Serious,2282,3.33,123.03,,,,,303.87,623.07,595.85,3,92,,,,,101,208,450.5,5.32,3.01,,,2.00,0.06,,
05/04/2015,NYPD,3. Non-Critical,1136,3.39,164.87,,,,,528.52,1120.35,1102.75,3,133,,,,,145.5,363,766,9.86,6.06,,,2.69,0.06,,
05/04/2015,NYPD (Non-CIP),Alarms,2003,3.44,118.79,,,,,1011.25,2415.45,2415.45,3,101,,,,,353,743,1524,23.40,14.87,,,1.92,0.06,,
05/04/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,1288,3.28,170.46,,,,,979.44,1964.31,1957.19,3,147,,,,,273,451,1123.5,16.41,13.48,,,2.79,0.05,,
05/04/2015,NYPD (Non-CIP),Dispute,5231,3.32,168.74,,,,,1264.13,2598.32,2583.15,3,141,,,,,334,681,1555,22.24,18.26,,,2.76,0.06,,
05/04/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,394,3.31,116.38,,,,,290.59,1588.17,704.76,3,88.5,,,,,70,821,379,21.63,2.90,,,1.88,0.06,,
05/04/2015,NYPD (Non-CIP),Other Crimes (In Progress),2507,3.53,154.49,,,,,476.50,1012.39,1009.92,3,127,,,,,136,334,710,8.93,5.37,,,2.52,0.06,,
05/04/2015,NYPD (Non-CIP),Past Crime,3353,3.06,196.96,,,,,1745.89,3868.06,3790.24,3,167,,,,,559,1142,2417,35.37,25.82,,,3.23,0.05,,
05/04/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,226,3.31,98.83,,,,,635.88,1689.63,1666.72,3,74,,,,,172.5,577,1121,17.56,8.95,,,1.59,0.06,,
05/04/2015,NYPD (Non-CIP),Possible Crimes,6045,3.29,160.67,,,,,1092.41,2422.80,2345.24,3,130,,,,,307,653,1395,22.17,15.53,,,2.62,0.05,,
05/04/2015,NYPD (Non-CIP),Shot Spotter,1,3.00,119.00,,,,,185.00,299.00,299.00,3,116,,,,,66,114,299,1.90,1.10,,,1.93,0.05,,
05/04/2015,NYPD (Non-CIP),Vehicle Accident,3492,2.93,168.32,,,,,1518.91,3598.41,3531.69,3,140,,,,,556.5,1319,2479,34.66,22.51,,,2.76,0.05,,
04/27/2015,EMS,1. Life Threating Med Emergencies,9898,3.24,60.37,,,66.48,132.01,171.56,553.67,484.11,3,70,,,11.5,47,91,337.5,431.5,6.37,1.69,0.98,0.13,0.95,0.05,,
04/27/2015,EMS,2. Non-Life Threatening Med Emergencies,13031,3.25,67.87,,,75.97,112.41,263.86,820.45,719.10,3,80.5,,,11.5,50,106,467.5,585.5,9.28,3.06,0.54,0.16,1.08,0.05,,
04/27/2015,FDNY,1. Structural Fires,368,3.34,77.83,,,,,92.85,286.96,285.07,3,60,,,,,12,188.5,275,3.24,0.25,,,1.24,0.06,,
04/27/2015,FDNY,2. Non-Structural Fires,265,3.13,83.96,,,,,99.04,364.75,359.48,3,64,,,,,11,234,323,4.43,0.25,,,1.35,0.05,,
04/27/2015,FDNY,3. Medical Emergencies,3494,3.24,198.99,,,68.27,194.72,227.32,487.39,420.92,3,123,,,5,62,8,245,386,4.33,0.47,2.15,0.09,3.26,0.05,,
04/27/2015,FDNY,4. Non-Medical Emergencies,2688,3.27,201.47,,,,,218.83,504.34,461.12,3,79,,,,,13,256,367,4.76,0.29,,,3.30,0.05,,
04/27/2015,NYPD,1. Critical,1122,3.17,117.61,,,,,238.45,455.88,436.88,3,85,,,,,78,148,361.5,3.62,2.01,,,1.91,0.05,,
04/27/2015,NYPD,2. Serious,2152,3.31,122.21,,,,,280.62,576.80,553.89,3,93,,,,,96,193,440.5,4.94,2.64,,,1.98,0.06,,
04/27/2015,NYPD,3. Non-Critical,1059,3.25,161.99,,,,,493.35,1034.33,1025.17,3,134,,,,,143,350,723,9.02,5.52,,,2.65,0.05,,
04/27/2015,NYPD (Non-CIP),Alarms,1980,3.37,122.30,,,,,1024.51,2406.62,2405.99,3,102,,,,,387,772,1585,23.04,15.04,,,1.98,0.06,,
04/27/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,1267,3.21,165.03,,,,,848.77,1746.43,1739.25,3,143,,,,,238,463,1045,14.96,11.40,,,2.70,0.05,,
04/27/2015,NYPD (Non-CIP),Dispute,5342,3.25,167.60,,,,,1232.71,2553.24,2543.75,3,141.5,,,,,332.5,675,1550.5,22.01,17.75,,,2.74,0.05,,
04/27/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,439,3.19,118.26,,,,,315.34,1920.44,696.72,3,84,,,,,83,878,366,26.75,3.28,,,1.92,0.05,,
04/27/2015,NYPD (Non-CIP),Other Crimes (In Progress),2498,3.35,158.37,,,,,470.71,998.60,994.75,3,130,,,,,132,339.5,708,8.80,5.21,,,2.58,0.06,,
04/27/2015,NYPD (Non-CIP),Past Crime,3267,3.07,199.09,,,,,1542.89,3497.48,3416.30,3,166,,,,,444,1093,2223,32.58,22.40,,,3.27,0.05,,
04/27/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,242,3.43,106.16,,,,,485.90,1478.26,1478.26,3,74,,,,,149.5,634.5,1061.5,16.54,6.33,,,1.71,0.06,,
04/27/2015,NYPD (Non-CIP),Possible Crimes,5652,3.33,161.59,,,,,1089.78,2389.44,2309.01,3,131,,,,,302,640,1354,21.66,15.47,,,2.64,0.06,,
04/27/2015,NYPD (Non-CIP),Vehicle Accident,3382,2.89,166.72,,,,,1373.25,3440.70,3385.26,3,138,,,,,490,1361.5,2388,34.46,20.11,,,2.73,0.05,,
04/20/2015,EMS,1. Life Threating Med Emergencies,9277,3.22,59.42,,,65.02,132.60,174.53,561.85,491.72,3,65.5,,,11.5,44,90.5,339.5,430.5,6.46,1.69,0.96,0.12,0.94,0.05,,
04/20/2015,EMS,2. Non-Life Threatening Med Emergencies,12684,3.28,69.86,,,77.05,112.74,262.83,816.55,719.83,3,78.25,,,11.5,47.5,102.5,473.75,580.5,9.23,2.96,0.51,0.15,1.11,0.05,,
04/20/2015,FDNY,1. Structural Fires,326,3.38,81.81,,,,,95.58,296.37,286.73,3,60,,,,,10,195.5,275,3.35,0.23,,,1.31,0.06,,
